timestamp,hour,day_of_week,is_weekend,patient_count,avg_ctas,high_acuity_ratio,avg_waiting_time,max_waiting_time,doctors_available,nurses_available,beds_available,arrival_rate,discharge_rate,is_holiday,flu_season,temperature,crowding_level
2023-03-05 21:30:00,21,7,1,70,,0.299,162.7,,6.0,11.0,14.0,32.7,27.8,0,1,17.6,2
2023-03-05 22:00:00,22,7,1,79,3.15,0.23,163.4,330.9,4.0,15.0,15.0,28.0,30.2,0,1,18.2,2
2023-03-05 22:30:00,22,7,1,68,2.56,0.392,139.2,285.4,4.0,10.0,16.0,21.5,18.3,0,1,19.6,2
2023-03-05 23:00:00,23,7,1,83,2.81,,367.65975202338905,,,12.0,14.0,25.1,27.1,0,1,13.7,2
2023-03-05 23:30:00,23,7,1,72,3.0,0.355,165.1,349.6,5.0,15.0,17.0,29.6,26.2,0,1,22.6,2
2023-03-06 00:00:00,0,1,0,23,,0.257,41.8,102.0,6.0,10.0,25.0,12.7,11.5,0,1,18.1,0
2023-03-06 00:30:00,0,1,0,25,3.25,0.296,64.2,132.7,3.0,7.0,34.0,9.7,7.8,0,1,,0
2023-03-06 01:00:00,1,1,0,36,3.31,0.275,118.3,227.0,5.0,6.0,32.0,25.0,20.7,0,1,15.3,1
2023-03-06 01:30:00,1,1,0,16,3.75,0.295,56.9,139.1,4.0,12.0,42.0,13.3,7.8,0,1,23.0,0
2023-03-06 02:00:00,2,1,0,28,2.84,0.387,108.1,213.9,1.0,8.0,35.0,13.6,7.5,0,1,,1
2023-03-06 02:30:00,2,1,0,39,3.55,0.238,85.1,153.4,4.0,,,7.8,8.3,0,1,19.2,1
2023-03-06 03:00:00,3,1,0,34,4.05,0.17,86.8,171.9,2.0,8.0,21.0,9.2,7.5,0,1,18.2,2
2023-03-06 03:30:00,3,1,0,17,3.91,0.161,63.5,133.7,3.0,6.0,32.0,9.1,5.8,0,1,16.8,0
2023-03-06 04:00:00,4,1,0,32,3.93,0.252,99.7,,3.0,7.0,31.0,17.1,,0,1,21.1,1
2023-03-06 04:30:00,4,1,0,15,3.49,0.24,62.8,115.9,,9.0,33.0,14.5,7.3,0,1,,1
2023-03-06 05:00:00,5,1,0,31,4.18,0.196,89.2,220.8,,7.0,31.0,10.2,,0,1,11.6,0
2023-03-06 05:30:00,5,1,0,43,3.42,,115.3,238.8,,4.0,26.0,9.4,5.9,0,1,14.1,1
2023-03-06 06:00:00,6,1,0,51,3.44,0.269,152.3,291.1,4.0,12.0,27.0,24.3,15.3,0,1,16.9,1
2023-03-06 06:30:00,6,1,0,39,,0.226,96.9,207.3,7.0,16.0,24.0,20.3,12.4,0,1,18.4,1
2023-03-06 07:00:00,7,1,0,48,2.98,0.303,127.2,236.2,,14.0,32.0,25.2,,0,1,17.3,1
2023-03-06 07:30:00,7,1,0,52,2.72,0.38,130.9,283.3,,,30.0,19.1,15.0,0,1,21.2,1
2023-03-06 08:00:00,8,1,0,61,3.57,,102.8,222.7,4.0,11.0,17.0,20.3,,0,1,11.6,1
2023-03-06 08:30:00,8,1,0,61,3.03,0.283,149.0,277.2,7.0,,26.0,,13.9,0,1,17.9,1
2023-03-06 09:00:00,9,1,0,40,3.28,0.241,119.2,230.7,6.0,,23.0,17.7,13.9,0,1,12.0,1
2023-03-06 09:30:00,9,1,0,47,3.43,0.257,79.3,155.5,7.0,11.0,25.0,16.3,15.8,0,1,19.8,1
2023-03-06 10:00:00,10,1,0,69,3.11,0.283,123.2,223.5,6.0,17.0,18.0,21.8,19.4,0,1,17.2,1
2023-03-06 10:30:00,10,1,0,59,3.32,0.229,119.7,218.7,8.0,17.0,25.0,32.3,28.4,0,1,,1
2023-03-06 11:00:00,11,1,0,70,3.26,,145.6,307.8,6.0,15.0,20.0,32.9,26.8,0,1,14.9,1
2023-03-06 11:30:00,11,1,0,51,3.28,0.247,114.3,209.4,,15.0,34.0,24.4,21.7,0,1,21.3,1
2023-03-06 12:00:00,12,1,0,67,,0.287,128.3,239.8,10.0,18.0,22.0,28.6,25.1,0,1,20.6,1
2023-03-06 12:30:00,12,1,0,75,2.68,0.294,172.2,330.2,7.0,13.0,10.0,29.6,,0,1,19.3,2
2023-03-06 13:00:00,13,1,0,65,3.12,0.216,112.5,227.3,7.0,16.0,24.0,31.2,,0,1,17.1,1
2023-03-06 13:30:00,13,1,0,67,3.26,,,305.9,6.0,14.0,13.0,27.8,22.0,0,1,19.2,1
2023-03-06 14:00:00,14,1,0,80,3.71,0.127,140.6,342.6,11.0,20.0,,30.5,,0,1,15.4,1
2023-03-06 14:30:00,14,1,0,68,3.14,0.365,131.5,244.1,6.0,19.0,21.0,30.5,27.5,0,1,20.1,1
2023-03-06 15:00:00,15,1,0,78,2.97,,142.6,313.0,,16.0,13.0,44.22064130080552,20.4,0,1,22.4,1
2023-03-06 15:30:00,15,1,0,72,3.22,0.281,129.6,234.1,8.0,17.0,13.0,29.8,29.0,0,1,20.7,1
2023-03-06 16:00:00,16,1,0,63,2.82,0.381,99.7,183.4,9.0,21.0,26.0,29.8,27.6,0,1,15.3,1
2023-03-06 16:30:00,16,1,0,81,3.44,0.16,167.8,302.6,9.0,18.0,13.0,31.3,28.0,0,1,,1
2023-03-06 17:00:00,17,1,0,86,2.99,0.314,166.2,354.8,6.0,17.0,14.0,20.8,17.4,0,1,,2
2023-03-06 17:30:00,17,1,0,84,2.95,,162.1,313.6,7.0,18.0,19.0,22.4,,0,1,19.2,2
2023-03-06 18:00:00,18,1,0,81,2.59,0.4,156.9,300.1,5.0,21.0,14.0,30.9,24.7,0,1,18.9,2
2023-03-06 18:30:00,18,1,0,77,,0.328,153.4,353.1,10.0,20.0,14.0,30.3,,0,1,,1
2023-03-06 19:00:00,19,1,0,76,3.0,0.276,182.8,350.8,,17.0,20.0,29.3,22.4,0,1,14.0,2
2023-03-06 19:30:00,19,1,0,71,3.54,0.278,139.3,252.5,8.0,18.0,29.0,23.6,22.5,0,1,16.7,1
2023-03-06 20:00:00,20,1,0,55,3.04,0.428,105.4,227.4,5.0,,24.0,26.4,22.9,0,1,16.6,1
2023-03-06 20:30:00,20,1,0,41,3.14,0.284,120.5,231.1,6.0,17.0,30.0,20.7,18.5,0,1,13.9,1
2023-03-06 21:00:00,21,1,0,46,3.37,0.321,107.4,,5.0,17.0,26.0,31.8,28.2,0,1,18.7,0
2023-03-06 21:30:00,21,1,0,61,2.91,0.227,74.1,,10.0,15.0,23.0,22.1,22.2,0,1,18.3,1
2023-03-06 22:00:00,22,1,0,15,,0.325,275.10524501724774,170.3,8.0,15.0,24.0,22.6,22.0,0,1,16.9,1
2023-03-06 22:30:00,22,1,0,65,3.55,0.21,117.5,351.9,8.0,15.0,22.0,43.91183663522168,24.3,0,1,15.2,1
2023-03-06 23:00:00,23,1,0,79,2.71,0.471,175.8,,7.0,14.0,13.0,21.6,16.8,0,1,,2
2023-03-06 23:30:00,23,1,0,29,2.96,,73.8,183.0,7.0,16.0,,22.3,17.6,0,1,,0
2023-03-07 00:00:00,0,2,0,19,3.71,0.255,43.5,271.9,3.0,6.0,30.0,16.3,,0,1,16.0,0
2023-03-07 00:30:00,0,2,0,51,3.71,,141.9,279.0,,,17.0,13.5,9.5,0,1,,1
2023-03-07 01:00:00,1,2,0,37,4.39,,,219.3,1.0,5.0,26.0,17.1,13.0,0,1,19.0,1
2023-03-07 01:30:00,1,2,0,28,3.65,0.272,58.4,118.0,,11.0,39.0,,12.0,0,1,16.4,0
2023-03-07 02:00:00,2,2,0,23,3.42,0.375,68.1,124.6,1.0,5.0,,17.4,13.4,0,1,17.1,0
2023-03-07 02:30:00,2,2,0,35,3.47,0.296,72.9,141.4,4.0,7.0,30.0,19.7,21.2,0,1,19.7,0
2023-03-07 03:00:00,3,2,0,39,3.93,0.251,134.2,267.1,2.0,,32.0,15.1,,0,1,11.8,1
2023-03-07 03:30:00,3,2,0,16,3.39,0.306,61.9,113.8,5.0,5.0,39.0,11.3,11.5,0,1,21.5,0
2023-03-07 04:00:00,4,2,0,44,3.54,0.233,93.5,181.6,4.0,8.0,28.0,14.4,11.2,0,1,17.7,1
2023-03-07 04:30:00,4,2,0,33,3.87,0.249,49.8,131.9,5.0,6.0,31.0,11.9,11.6,0,1,16.3,0
2023-03-07 05:00:00,5,2,0,38,,0.357,118.9,253.7,1.0,10.0,31.0,19.9,18.1,0,1,17.2,1
2023-03-07 05:30:00,5,2,0,39,3.77,0.177,134.8,,3.0,8.0,34.0,,,0,1,17.4,1
2023-03-07 06:00:00,6,2,0,54,2.85,0.306,91.9,281.4,6.0,14.0,,24.1,23.3,0,1,12.3,1
2023-03-07 06:30:00,6,2,0,55,3.01,0.272,93.1,,6.0,13.0,,22.4,25.8,0,1,22.0,1
2023-03-07 07:00:00,7,2,0,56,3.14,0.248,146.1,276.0,6.0,14.0,18.0,19.8,12.4,0,1,17.6,1
2023-03-07 07:30:00,7,2,0,47,2.88,0.332,81.7,162.4,4.0,14.0,29.0,21.3,23.6,0,1,18.8,1
2023-03-07 08:00:00,8,2,0,57,2.97,0.376,121.6,229.4,4.0,14.0,25.0,,17.4,0,1,20.4,1
2023-03-07 08:30:00,8,2,0,48,3.11,0.204,126.3,270.4,3.0,,,25.0,21.4,0,1,14.4,1
2023-03-07 09:00:00,9,2,0,50,3.94,0.176,123.6,226.3,4.0,13.0,21.0,17.9,17.3,0,1,18.9,1
2023-03-07 09:30:00,9,2,0,66,3.43,0.278,140.5,294.3,5.0,11.0,13.0,19.1,16.3,0,1,16.7,1
2023-03-07 10:00:00,10,2,0,64,3.36,0.394,115.6,298.0,8.0,16.0,23.0,26.6,25.9,0,1,20.0,1
2023-03-07 10:30:00,10,2,0,69,3.32,0.339,139.3,281.3,5.0,16.0,21.0,17.8,14.8,0,1,11.1,0
2023-03-07 11:00:00,11,2,0,63,2.43,,132.6,242.9,7.0,16.0,25.0,24.3,,0,1,17.2,1
2023-03-07 11:30:00,11,2,0,61,3.15,0.34,,211.5,8.0,19.0,20.0,,19.6,0,1,15.7,1
2023-03-07 12:00:00,12,2,0,84,2.96,0.337,136.6,280.5,8.0,,17.0,22.2,22.9,0,1,18.8,1
2023-03-07 12:30:00,12,2,0,50,2.64,,149.5,274.3,4.0,14.0,32.0,,24.0,0,1,18.9,1
2023-03-07 13:00:00,13,2,0,65,3.25,0.245,151.4,401.1,6.0,14.0,23.0,26.4,,0,1,15.4,1
2023-03-07 13:30:00,13,2,0,53,2.56,0.266,88.6,183.8,,14.0,21.0,21.9,22.5,0,1,15.4,1
2023-03-07 14:00:00,14,2,0,85,,0.342,144.1,382.4,6.0,18.0,10.0,28.6,26.7,0,1,17.2,2
2023-03-07 14:30:00,14,2,0,71,2.93,0.274,144.7,319.2,8.0,17.0,14.0,,,0,1,,1
2023-03-07 15:00:00,15,2,0,67,2.75,0.315,155.5,305.7,9.0,20.0,25.0,37.4,34.0,0,1,,1
2023-03-07 15:30:00,15,2,0,54,3.31,0.224,104.6,198.2,9.0,18.0,21.0,,18.4,0,1,16.4,1
2023-03-07 16:00:00,16,2,0,88,2.96,0.316,,393.7,9.0,,9.0,,,0,1,10.0,2
2023-03-07 16:30:00,16,2,0,59,3.09,0.308,130.2,237.5,7.0,17.0,23.0,30.5,24.4,0,1,16.4,1
2023-03-07 17:00:00,17,2,0,77,3.22,0.282,180.4,341.2,6.0,18.0,22.0,29.8,23.1,0,1,14.4,2
2023-03-07 17:30:00,17,2,0,81,3.26,0.347,145.4,265.9,10.0,21.0,24.0,22.0,,0,1,12.6,1
2023-03-07 18:00:00,18,2,0,94,,0.281,243.8,443.9,,22.0,12.0,31.4,19.8,0,1,13.8,2
2023-03-07 18:30:00,18,2,0,66,2.75,0.386,137.6,347.8,,,19.0,24.2,,0,1,17.8,1
2023-03-07 19:00:00,19,2,0,63,2.99,0.454,140.3,277.4,10.0,,,29.8,25.8,0,1,21.5,1
2023-03-07 19:30:00,19,2,0,68,3.25,0.317,145.8,264.7,,17.0,20.0,,,0,1,18.4,0
2023-03-07 20:00:00,20,2,0,55,2.98,0.331,144.2,284.7,6.0,17.0,24.0,20.6,13.1,0,1,15.7,1
2023-03-07 20:30:00,20,2,0,42,3.3,0.235,97.3,177.8,9.0,17.0,20.0,23.8,,0,1,18.9,1
2023-03-07 21:00:00,21,2,0,78,,0.314,134.7,291.2,8.0,17.0,14.0,21.5,22.5,0,1,16.1,1
2023-03-07 21:30:00,21,2,0,57,3.41,0.337,141.1,288.7,8.0,11.0,18.0,20.1,14.6,0,1,15.4,1
2023-03-07 22:00:00,22,2,0,60,,0.309,161.0,307.5,7.0,12.0,28.0,14.8,7.7,0,1,14.0,1
2023-03-07 22:30:00,22,2,0,67,2.85,0.35,,,6.0,14.0,15.0,27.2,23.4,0,1,12.2,1
2023-03-07 23:00:00,23,2,0,75,3.95,0.174,149.7,293.8,9.0,,12.0,20.4,18.8,0,1,16.3,1
2023-03-07 23:30:00,23,2,0,50,3.21,0.335,139.3,290.8,6.0,13.0,29.0,24.1,15.8,0,1,18.0,1
2023-03-08 00:00:00,0,3,0,32,2.84,0.259,31.6,85.4,5.0,,31.0,15.6,15.6,0,1,17.2,0
2023-03-08 00:30:00,0,3,0,17,3.32,0.279,52.6,152.5,4.0,10.0,30.0,15.6,16.2,0,1,16.3,0
2023-03-08 01:00:00,1,3,0,32,4.0,0.134,86.5,158.8,1.0,7.0,15.0,10.3,7.3,0,1,14.7,1
2023-03-08 01:30:00,1,3,0,32,3.84,0.231,399.54793153910697,165.5,,6.0,34.0,24.5,21.4,0,1,19.3,0
2023-03-08 02:00:00,2,3,0,24,3.96,0.109,64.5,151.0,5.0,8.0,25.0,14.9,14.1,0,1,13.5,0
2023-03-08 02:30:00,2,3,0,31,3.49,0.313,81.3,156.6,3.0,,32.0,13.8,11.4,0,1,19.8,0
2023-03-08 03:00:00,3,3,0,31,3.83,0.192,94.0,,3.0,6.0,30.0,15.0,13.9,0,1,14.5,0
2023-03-08 03:30:00,3,3,0,28,3.51,,103.0,204.5,,7.0,34.0,,9.1,0,1,15.2,0
2023-03-08 04:00:00,4,3,0,27,3.7,0.17,,90.6,2.0,,28.0,,4.9,0,1,13.1,0
2023-03-08 04:30:00,4,3,0,15,3.21,0.281,84.7,160.8,4.0,5.0,34.0,17.0,9.7,0,1,16.0,0
2023-03-08 05:00:00,5,3,0,18,3.52,0.219,50.9,,4.0,4.0,36.0,14.6,12.7,0,1,20.4,0
2023-03-08 05:30:00,5,3,0,23,2.83,0.357,114.5,246.7,3.0,7.0,42.0,12.0,3.5,0,1,19.0,1
2023-03-08 06:00:00,6,3,0,40,3.27,0.336,68.0,189.4,6.0,11.0,22.0,23.3,25.4,0,1,20.4,1
2023-03-08 06:30:00,6,3,0,45,3.05,0.347,97.7,178.1,5.0,20.0,34.0,16.2,19.6,0,1,19.1,0
2023-03-08 07:00:00,7,3,0,50,3.37,0.144,141.7,280.3,5.0,10.0,28.0,28.6,19.8,0,1,,1
2023-03-08 07:30:00,7,3,0,51,2.97,0.341,120.2,239.7,5.0,13.0,27.0,,17.5,0,1,16.5,1
2023-03-08 08:00:00,8,3,0,56,3.28,0.297,115.6,208.9,9.0,14.0,11.0,21.1,18.3,0,1,15.2,1
2023-03-08 08:30:00,8,3,0,52,4.25,,113.4,226.1,4.0,12.0,21.0,21.7,18.7,0,1,21.5,1
2023-03-08 09:00:00,9,3,0,52,3.25,0.321,93.0,182.3,5.0,,27.0,23.4,21.0,0,1,13.9,1
2023-03-08 09:30:00,9,3,0,56,,0.351,,,3.0,11.0,20.0,16.3,,0,1,20.2,1
2023-03-08 10:00:00,10,3,0,56,3.15,0.219,169.7,,7.0,13.0,26.0,25.4,,0,1,20.2,1
2023-03-08 10:30:00,10,3,0,56,2.21,0.338,132.9,255.8,8.0,,22.0,25.7,,0,1,23.0,1
2023-03-08 11:00:00,11,3,0,61,3.0,0.35,152.8,500.0,5.0,15.0,22.0,27.7,23.6,0,1,16.3,0
2023-03-08 11:30:00,11,3,0,58,3.1,0.339,149.0,304.4,7.0,16.0,19.0,25.1,19.0,0,1,19.6,1
2023-03-08 12:00:00,12,3,0,47,3.17,0.31,126.7,260.7,5.0,,21.0,31.4,,0,1,24.3,1
2023-03-08 12:30:00,12,3,0,71,3.43,0.314,155.7,285.6,,18.0,17.0,31.1,27.3,0,1,,1
2023-03-08 13:00:00,13,3,0,55,3.23,0.238,120.3,254.6,6.0,18.0,28.0,34.5,30.3,0,1,12.9,1
2023-03-08 13:30:00,13,3,0,83,2.77,0.262,179.9,395.1,8.0,18.0,,29.2,,0,1,11.9,2
2023-03-08 14:00:00,14,3,0,74,2.46,0.402,146.2,275.2,10.0,18.0,17.0,,,0,1,19.6,1
2023-03-08 14:30:00,14,3,0,57,3.32,0.356,124.3,255.7,7.0,19.0,,,24.7,0,1,11.9,1
2023-03-08 15:00:00,15,3,0,79,2.84,0.287,134.4,262.6,,17.0,22.0,25.7,24.6,0,1,16.4,1
2023-03-08 15:30:00,15,3,0,72,3.11,0.212,144.4,,6.0,15.0,,24.0,22.8,0,1,18.8,1
2023-03-08 16:00:00,16,3,0,75,,0.256,,317.0,8.0,17.0,20.0,,23.3,0,1,18.1,1
2023-03-08 16:30:00,16,3,0,67,3.1,0.349,151.5,335.0,10.0,18.0,22.0,,18.7,0,1,,1
2023-03-08 17:00:00,17,3,0,63,2.56,0.379,188.1,411.4,8.0,,28.0,29.7,19.7,0,1,18.2,1
2023-03-08 17:30:00,17,3,0,57,3.12,0.345,147.5,319.7,8.0,19.0,22.0,26.7,19.1,0,1,21.3,1
2023-03-08 18:00:00,18,3,0,59,2.95,0.343,156.2,339.0,9.0,16.0,33.0,30.5,22.3,0,1,14.6,1
2023-03-08 18:30:00,18,3,0,58,2.6,0.365,75.5,177.1,9.0,21.0,21.0,27.2,26.2,0,1,,1
2023-03-08 19:00:00,19,3,0,68,,0.268,143.4,340.7,10.0,18.0,17.0,,,0,1,15.2,1
2023-03-08 19:30:00,19,3,0,71,3.12,0.257,139.9,285.7,5.0,14.0,17.0,27.8,,0,1,20.0,1
2023-03-08 20:00:00,20,3,0,46,3.74,,103.0,243.8,6.0,,25.0,28.1,25.4,0,1,,1
2023-03-08 20:30:00,20,3,0,70,,,141.1,268.7,2.0,17.0,18.0,,25.7,0,1,18.9,1
2023-03-08 21:00:00,21,3,0,63,2.95,0.231,168.4,352.0,8.0,15.0,19.0,21.3,13.4,0,1,21.1,1
2023-03-08 21:30:00,21,3,0,85,3.27,0.341,163.4,328.4,,16.0,10.0,24.7,19.5,0,1,14.0,2
2023-03-08 22:00:00,22,3,0,57,3.08,0.251,139.3,312.3,6.0,12.0,18.0,,,0,1,22.5,1
2023-03-08 22:30:00,22,3,0,84,3.55,0.228,148.7,366.9,8.0,13.0,11.0,22.0,20.3,0,1,22.1,1
2023-03-08 23:00:00,23,3,0,69,3.19,0.332,136.1,264.3,6.0,17.0,16.0,20.4,19.7,0,1,,1
2023-03-08 23:30:00,23,3,0,42,,0.278,80.1,158.9,9.0,15.0,28.0,27.3,22.6,0,1,22.8,1
2023-03-09 00:00:00,0,4,0,17,3.66,,38.2,109.5,5.0,9.0,38.0,14.8,15.8,0,1,12.5,0
2023-03-09 00:30:00,0,4,0,32,3.69,0.243,77.1,159.9,3.0,4.0,28.0,16.2,16.5,0,1,15.9,0
2023-03-09 01:00:00,1,4,0,11,,0.156,44.7,,2.0,,35.0,10.2,,0,1,15.3,0
2023-03-09 01:30:00,1,4,0,20,3.51,0.143,78.2,145.8,3.0,6.0,29.0,7.9,1.9,0,1,19.7,0
2023-03-09 02:00:00,2,4,0,13,3.62,0.187,,137.7,5.0,,41.0,10.8,,0,1,14.3,0
2023-03-09 02:30:00,2,4,0,50,,0.293,114.3,216.3,4.0,6.0,29.0,14.9,15.6,0,1,19.8,1
2023-03-09 03:00:00,3,4,0,40,3.67,0.257,81.4,177.3,4.0,,29.0,19.2,18.3,0,1,,1
2023-03-09 03:30:00,3,4,0,25,3.32,,37.3,108.2,3.0,11.0,33.0,,14.1,0,1,19.6,0
2023-03-09 04:00:00,4,4,0,44,,,82.1,161.1,1.0,6.0,24.0,14.0,12.7,0,1,18.4,1
2023-03-09 04:30:00,4,4,0,41,4.19,0.286,85.8,,3.0,7.0,27.0,9.4,6.4,0,1,,1
2023-03-09 05:00:00,5,4,0,42,,,79.7,167.8,3.0,4.0,33.0,12.5,10.8,0,1,,1
2023-03-09 05:30:00,5,4,0,23,3.72,0.254,69.1,138.3,3.0,6.0,33.0,49.09768093504941,7.3,0,1,21.2,0
2023-03-09 06:00:00,6,4,0,47,2.82,0.23,135.5,307.0,3.0,15.0,35.0,20.7,13.5,0,1,19.8,1
2023-03-09 06:30:00,6,4,0,39,3.2,0.333,100.3,207.1,7.0,15.0,22.0,,16.2,0,1,17.4,1
2023-03-09 07:00:00,7,4,0,49,3.57,0.275,104.9,221.6,4.0,,24.0,,20.1,0,1,16.2,2
2023-03-09 07:30:00,7,4,0,42,3.43,0.28,,204.4,,11.0,24.0,,,0,1,11.4,1
2023-03-09 08:00:00,8,4,0,40,,0.318,91.7,188.9,7.0,13.0,20.0,,18.2,0,1,14.3,1
2023-03-09 08:30:00,8,4,0,62,3.11,0.305,142.4,272.6,6.0,13.0,31.0,,15.7,0,1,23.2,1
2023-03-09 09:00:00,9,4,0,57,3.59,0.232,126.5,261.5,6.0,13.0,21.0,22.6,,0,1,13.7,1
2023-03-09 09:30:00,9,4,0,42,2.96,0.361,119.1,242.5,4.0,13.0,,15.0,11.9,0,1,18.1,1
2023-03-09 10:00:00,10,4,0,74,3.27,0.328,191.9,389.2,9.0,17.0,16.0,31.5,,0,1,20.5,2
2023-03-09 10:30:00,10,4,0,68,3.19,0.282,131.4,265.7,8.0,18.0,22.0,19.3,14.7,0,1,13.7,1
2023-03-09 11:00:00,11,4,0,62,2.62,0.378,123.5,241.1,10.0,16.0,23.0,25.4,21.9,0,1,18.1,1
2023-03-09 11:30:00,11,4,0,81,3.33,,148.0,276.2,8.0,15.0,16.0,29.8,25.6,0,1,20.3,2
2023-03-09 12:00:00,12,4,0,68,3.35,0.268,136.2,261.1,5.0,16.0,21.0,22.9,,0,1,17.5,1
2023-03-09 12:30:00,12,4,0,83,3.09,0.269,191.1,402.9,4.0,,8.0,32.1,25.2,0,1,,2
2023-03-09 13:00:00,13,4,0,70,3.2,0.308,157.9,286.5,8.0,17.0,15.0,27.1,17.4,0,1,12.5,2
2023-03-09 13:30:00,13,4,0,71,,0.353,126.8,286.1,,14.0,19.0,24.9,,0,1,20.7,1
2023-03-09 14:00:00,14,4,0,61,2.94,0.318,,226.1,6.0,17.0,24.0,,,0,1,17.0,1
2023-03-09 14:30:00,14,4,0,66,,,117.1,239.2,11.0,16.0,19.0,28.3,24.6,0,1,19.8,1
2023-03-09 15:00:00,15,4,0,87,,0.252,182.0,,9.0,17.0,21.0,24.6,20.5,0,1,18.8,1
2023-03-09 15:30:00,15,4,0,84,3.16,0.287,187.3,382.4,7.0,17.0,15.0,20.1,10.2,0,1,,2
2023-03-09 16:00:00,16,4,0,68,2.9,0.324,145.0,370.0,8.0,15.0,17.0,23.6,20.5,0,1,18.2,1
2023-03-09 16:30:00,16,4,0,58,2.92,0.267,144.2,302.3,9.0,17.0,22.0,33.2,25.7,0,1,11.9,1
2023-03-09 17:00:00,17,4,0,89,3.06,0.278,154.1,292.6,10.0,16.0,18.0,23.0,22.8,0,1,19.3,1
2023-03-09 17:30:00,17,4,0,14,2.95,0.4,248.74914123821296,352.5,10.0,20.0,14.0,,,0,1,18.4,2
2023-03-09 18:00:00,18,4,0,61,3.01,0.362,125.9,233.7,11.0,15.0,,26.3,,0,1,19.4,1
2023-03-09 18:30:00,18,4,0,61,2.22,0.413,155.5,294.4,9.0,18.0,24.0,31.6,23.7,0,1,20.7,1
2023-03-09 19:00:00,19,4,0,90,2.76,0.342,209.4,,9.0,,,33.3,26.9,0,1,18.6,2
2023-03-09 19:30:00,19,4,0,67,3.54,0.194,151.6,305.1,7.0,18.0,23.0,,26.1,0,1,17.9,1
2023-03-09 20:00:00,20,4,0,56,3.3,0.223,,280.2,6.0,14.0,17.0,24.7,19.5,0,1,14.9,1
2023-03-09 20:30:00,20,4,0,54,,0.12,140.4,268.2,9.0,18.0,19.0,24.1,16.6,0,1,15.4,1
2023-03-09 21:00:00,21,4,0,65,3.3,0.215,113.1,231.7,,21.0,21.0,15.9,14.4,0,1,21.1,1
2023-03-09 21:30:00,21,4,0,47,3.27,0.33,112.7,223.1,6.0,14.0,28.0,28.8,,0,1,21.8,0
2023-03-09 22:00:00,22,4,0,64,3.21,0.188,157.6,364.9,8.0,16.0,23.0,,22.0,0,1,16.8,1
2023-03-09 22:30:00,22,4,0,47,3.52,0.219,90.9,163.8,,18.0,32.0,24.2,21.7,0,1,17.6,1
2023-03-09 23:00:00,23,4,0,47,3.32,0.266,112.6,207.4,,,30.0,18.4,13.6,0,1,14.8,1
2023-03-09 23:30:00,23,4,0,48,2.65,0.371,129.2,247.7,6.0,16.0,27.0,21.8,14.6,0,1,21.0,1
2023-03-10 00:00:00,0,5,0,16,3.39,0.227,57.7,124.4,1.0,6.0,35.0,11.9,9.9,0,1,19.5,0
2023-03-10 00:30:00,0,5,0,36,3.42,0.231,88.3,173.7,,,29.0,12.2,12.0,0,1,23.3,0
2023-03-10 01:00:00,1,5,0,36,4.31,0.071,85.8,180.4,4.0,7.0,,,16.2,0,1,14.9,0
2023-03-10 01:30:00,1,5,0,27,3.63,0.203,88.4,,3.0,10.0,30.0,10.3,11.7,0,1,16.4,0
2023-03-10 02:00:00,2,5,0,22,4.01,0.12,41.5,105.9,7.0,7.0,37.0,18.7,14.8,0,1,18.2,0
2023-03-10 02:30:00,2,5,0,43,,0.237,133.3,,2.0,5.0,28.0,17.3,10.5,0,1,19.4,2
2023-03-10 03:00:00,3,5,0,36,3.7,0.228,76.4,159.3,1.0,9.0,22.0,6.5,5.0,0,1,16.9,1
2023-03-10 03:30:00,3,5,0,17,,0.248,,173.8,,,37.0,14.1,10.6,0,1,14.9,0
2023-03-10 04:00:00,4,5,0,32,3.44,0.322,89.0,,4.0,5.0,34.0,11.0,,0,1,20.1,0
2023-03-10 04:30:00,4,5,0,32,,0.334,82.9,165.9,2.0,8.0,31.0,,8.5,0,1,19.7,1
2023-03-10 05:00:00,5,5,0,36,,0.281,90.2,188.8,7.0,7.0,27.0,,13.6,0,1,14.8,0
2023-03-10 05:30:00,5,5,0,56,3.36,0.234,,366.6,3.0,8.0,16.0,15.1,8.4,0,1,21.6,1
2023-03-10 06:00:00,6,5,0,42,,0.227,82.1,150.3,9.0,14.0,26.0,17.5,,0,1,,1
2023-03-10 06:30:00,6,5,0,56,3.18,0.254,138.6,257.4,5.0,10.0,28.0,26.8,24.5,0,1,17.9,1
2023-03-10 07:00:00,7,5,0,65,3.56,0.374,130.6,281.4,7.0,16.0,22.0,15.7,12.9,0,1,17.7,1
2023-03-10 07:30:00,7,5,0,68,3.06,0.313,163.3,,,12.0,11.0,23.1,,0,1,19.2,2
2023-03-10 08:00:00,8,5,0,52,,0.324,106.9,,6.0,7.0,13.0,18.8,,0,1,14.9,1
2023-03-10 08:30:00,8,5,0,37,3.22,0.309,106.3,251.1,5.0,15.0,,,18.9,0,1,17.6,1
2023-03-10 09:00:00,9,5,0,32,3.2,0.271,111.9,216.2,3.0,14.0,36.0,19.6,15.1,0,1,11.0,1
2023-03-10 09:30:00,9,5,0,59,3.55,0.298,101.6,,7.0,10.0,19.0,16.6,17.3,0,1,20.1,1
2023-03-10 10:00:00,10,5,0,68,2.59,0.312,152.2,310.0,5.0,16.0,16.0,23.6,18.9,0,1,12.8,1
